CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
2025,Male,40,59,40.37,2381.83,Month-to-Month,Electronic Check,0
2026,Female,70,14,96.32,1348.48,One Year,Credit Card,0
2027,Male,31,44,44.14,1942.16,One Year,Bank Transfer,0
2028,Female,32,48,90.7,4353.6,One Year,Credit Card,0
2029,Female,66,43,77.85,3347.55,Month-to-Month,Mailed Check,0
2030,Female,50,16,118.62,1897.92,Two Year,Mailed Check,0
2031,Male,42,35,119.99,4199.65,One Year,Mailed Check,0
2032,Male,38,53,106.95,5668.35,Month-to-Month,Mailed Check,1
2033,Male,34,34,96.0,3264.0,One Year,Mailed Check,0
2034,Female,40,3,58.65,175.95,Month-to-Month,Bank Transfer,1
2035,Male,74,68,95.33,6482.44,Month-to-Month,Electronic Check,0
2036,Female,60,5,115.67,578.35,One Year,Credit Card,0
2037,Female,34,10,22.34,223.4,One Year,Credit Card,0
2038,Male,75,52,73.79,3837.08,Month-to-Month,Electronic Check,0
2039,Female,31,29,41.8,1212.2,Month-to-Month,Mailed Check,1
2040,Male,46,31,75.79,2349.49,Two Year,Electronic Check,0
2041,Male,37,66,66.64,4398.24,Month-to-Month,Mailed Check,0
2042,Male,47,69,77.58,5353.02,Month-to-Month,Bank Transfer,0
2043,Male,36,37,75.1,2778.7,Two Year,Credit Card,0
2044,Male,70,27,116.01,3132.27,Month-to-Month,Credit Card,1
2045,Female,56,33,75.22,2482.26,One Year,Bank Transfer,0
2046,Female,73,68,104.62,7114.16,Month-to-Month,Bank Transfer,1
2047,Female,30,59,51.98,3066.82,One Year,Mailed Check,0
2048,Male,35,64,63.81,4083.84,Month-to-Month,Electronic Check,0
2049,Male,40,44,67.04,2949.76,Two Year,Mailed Check,0
2050,Male,79,49,47.87,2345.63,Month-to-Month,Mailed Check,0
2051,Female,63,53,57.98,3072.94,One Year,Credit Card,0
2052,Male,50,49,79.85,3912.65,Two Year,Mailed Check,0
2053,Female,56,66,78.02,5149.32,Two Year,Electronic Check,0
2054,Female,57,63,83.64,5269.32,Month-to-Month,Mailed Check,0
2055,Male,35,25,55.18,1379.5,Two Year,Credit Card,0
2056,Male,26,4,51.58,206.32,Month-to-Month,Electronic Check,1
2057,Female,50,51,81.16,4139.16,One Year,Electronic Check,0
2058,Male,49,11,33.29,366.19,Month-to-Month,Credit Card,0
2059,Female,78,17,45.3,770.1,Month-to-Month,Credit Card,0
2060,Male,71,66,24.21,1597.86,Month-to-Month,Mailed Check,0
2061,Male,34,70,27.26,1908.2,One Year,Credit Card,0
2062,Female,36,69,44.34,3059.46,One Year,Bank Transfer,0
2063,Male,44,29,21.95,636.55,Month-to-Month,Credit Card,0
2064,Female,23,72,44.54,3206.88,One Year,Bank Transfer,0
2065,Male,52,20,85.5,1710.0,Two Year,Credit Card,0
2066,Female,73,27,26.11,704.97,One Year,Bank Transfer,0
2067,Female,54,8,63.67,509.36,Month-to-Month,Bank Transfer,0
2068,Male,51,61,111.31,6789.91,Two Year,Credit Card,1
2069,Female,37,28,99.13,2775.64,One Year,Electronic Check,1
2070,Male,42,70,50.54,3537.8,Month-to-Month,Electronic Check,0
2071,Male,21,3,112.48,337.44,One Year,Bank Transfer,0
2072,Male,27,69,52.96,3654.24,Month-to-Month,Electronic Check,0
2073,Female,27,7,27.25,190.75,One Year,Credit Card,0
2074,Female,41,60,119.41,7164.6,Two Year,Bank Transfer,0
2075,Male,38,4,107.0,428.0,Month-to-Month,Mailed Check,0
2076,Male,28,5,66.59,332.95,Month-to-Month,Bank Transfer,1
2077,Female,44,11,86.64,953.04,Month-to-Month,Mailed Check,1
2078,Male,33,15,87.12,1306.8,Month-to-Month,Mailed Check,0
2079,Male,43,64,39.45,2524.8,One Year,Bank Transfer,0
2080,Female,78,13,40.0,520.0,One Year,Mailed Check,0
2081,Male,78,7,66.96,468.72,Month-to-Month,Electronic Check,1
2082,Female,47,6,111.16,666.96,Two Year,Mailed Check,0
2083,Male,66,56,21.0,1176.0,Month-to-Month,Electronic Check,0
2084,Female,33,64,98.25,6288.0,Two Year,Bank Transfer,0
2085,Male,24,50,25.75,1287.5,Month-to-Month,Mailed Check,1
2086,Male,33,30,67.82,2034.6,One Year,Mailed Check,0
2087,Female,52,22,83.79,1843.38,Month-to-Month,Electronic Check,0
2088,Male,75,25,88.68,2217.0,Month-to-Month,Electronic Check,0
2089,Female,33,28,25.85,723.8,Two Year,Bank Transfer,0
2090,Male,57,39,61.86,2412.54,Month-to-Month,Bank Transfer,1
2091,Female,79,67,78.38,5251.46,Two Year,Mailed Check,0
2092,Female,29,5,26.6,133.0,One Year,Credit Card,0
2093,Female,52,65,33.51,2178.15,Two Year,Mailed Check,0
2094,Female,66,15,86.36,1295.4,Two Year,Mailed Check,0
2095,Male,38,67,72.16,4834.72,Month-to-Month,Bank Transfer,0
2096,Male,67,40,36.18,1447.2,One Year,Bank Transfer,0
2097,Female,60,69,73.52,5072.88,Two Year,Mailed Check,0
2098,Female,53,43,111.27,4784.61,Month-to-Month,Electronic Check,0
2099,Female,65,1,21.56,21.56,Two Year,Bank Transfer,0
2100,Male,34,22,84.26,1853.72,One Year,Mailed Check,0
2101,Male,49,62,27.37,1696.94,One Year,Credit Card,0
2102,Male,58,26,20.64,536.64,Month-to-Month,Mailed Check,0
2103,Male,23,18,35.07,631.26,One Year,Credit Card,0
2104,Female,41,48,62.29,2989.92,Month-to-Month,Credit Card,1
2105,Female,44,9,100.23,902.07,Two Year,Credit Card,1
2106,Female,37,1,48.18,48.18,One Year,Mailed Check,0
2107,Male,42,9,82.57,743.13,Month-to-Month,Bank Transfer,1
2108,Male,19,23,61.12,1405.76,Two Year,Electronic Check,0
2109,Male,26,45,43.43,1954.35,One Year,Electronic Check,0
2110,Female,45,2,71.42,142.84,Two Year,Mailed Check,1
2111,Female,70,14,99.75,1396.5,Month-to-Month,Mailed Check,1
2112,Male,78,38,103.25,3923.5,One Year,Credit Card,0
2113,Female,55,40,104.65,4186.0,One Year,Bank Transfer,0
2114,Male,20,63,53.86,3393.18,One Year,Mailed Check,0
2115,Male,37,16,99.35,1589.6,Month-to-Month,Electronic Check,1
2116,Female,23,6,41.22,247.32,Month-to-Month,Mailed Check,1
2117,Male,56,3,93.84,281.52,Two Year,Bank Transfer,0
2118,Female,50,14,114.84,1607.76,Month-to-Month,Bank Transfer,0
2119,Male,72,66,21.37,1410.42,Two Year,Mailed Check,0
2120,Female,18,67,64.04,4290.68,Month-to-Month,Mailed Check,1
2121,Female,54,31,84.78,2628.18,Two Year,Bank Transfer,0
2122,Female,23,33,90.18,2975.94,One Year,Bank Transfer,0
2123,Male,62,1,37.61,37.61,One Year,Credit Card,0
2124,Male,51,44,117.22,5157.68,Month-to-Month,Mailed Check,0
2125,Female,64,15,81.53,1222.95,Two Year,Mailed Check,1
2126,Female,32,37,36.43,1347.91,One Year,Mailed Check,0
2127,Male,62,27,22.05,595.35,One Year,Electronic Check,0
2128,Male,43,48,98.33,4719.84,Month-to-Month,Credit Card,0
2129,Male,74,27,27.97,755.19,One Year,Bank Transfer,0
2130,Female,31,12,34.11,409.32,Two Year,Credit Card,0
2131,Male,75,67,77.48,5191.16,Month-to-Month,Electronic Check,1
2132,Male,71,30,80.35,2410.5,One Year,Credit Card,0
2133,Female,24,66,88.69,5853.54,Month-to-Month,Electronic Check,0
2134,Male,63,7,59.35,415.45,Two Year,Credit Card,0
2135,Male,75,34,97.39,3311.26,Two Year,Credit Card,0
2136,Male,48,32,117.44,3758.08,Month-to-Month,Credit Card,1
2137,Female,41,39,47.11,1837.29,Month-to-Month,Mailed Check,0
2138,Female,76,43,90.3,3882.9,One Year,Bank Transfer,0
2139,Female,48,43,112.85,4852.55,Month-to-Month,Credit Card,1
2140,Female,46,3,88.63,265.89,Month-to-Month,Mailed Check,0
2141,Female,59,46,88.11,4053.06,Month-to-Month,Mailed Check,1
2142,Female,49,32,42.38,1356.16,Month-to-Month,Mailed Check,1
2143,Female,34,43,73.51,3160.93,Month-to-Month,Electronic Check,0
2144,Male,31,3,76.25,228.75,Month-to-Month,Credit Card,0
2145,Male,57,63,90.01,5670.63,Month-to-Month,Bank Transfer,1
2146,Female,53,40,119.68,4787.2,One Year,Credit Card,0
2147,Male,75,18,23.36,420.48,One Year,Credit Card,0
2148,Male,65,67,26.52,1776.84,Month-to-Month,Bank Transfer,0
2149,Female,41,62,27.8,1723.6,One Year,Mailed Check,0
2150,Male,62,10,94.3,943.0,Two Year,Credit Card,0
2151,Male,71,52,33.64,1749.28,Month-to-Month,Mailed Check,0
2152,Male,44,46,82.25,3783.5,Two Year,Mailed Check,0
2153,Male,42,55,52.47,2885.85,One Year,Mailed Check,0
2154,Male,76,46,65.73,3023.58,Month-to-Month,Bank Transfer,0
2155,Female,49,60,41.57,2494.2,Month-to-Month,Mailed Check,1
2156,Female,69,26,106.61,2771.86,One Year,Credit Card,0
2157,Female,35,27,78.62,2122.74,One Year,Mailed Check,0
2158,Male,63,38,114.46,4349.48,Month-to-Month,Electronic Check,0
2159,Female,35,22,77.46,1704.12,Two Year,Electronic Check,0
2160,Male,54,26,32.39,842.14,One Year,Electronic Check,0
2161,Male,43,69,37.09,2559.21,Month-to-Month,Mailed Check,0
2162,Male,26,35,118.91,4161.85,Month-to-Month,Credit Card,1
2163,Male,77,66,92.56,6108.96,Month-to-Month,Credit Card,1
2164,Female,52,51,24.93,1271.43,Month-to-Month,Mailed Check,0
2165,Female,25,18,90.38,1626.84,Month-to-Month,Mailed Check,1
2166,Male,37,43,61.22,2632.46,One Year,Bank Transfer,0
2167,Female,71,12,50.72,608.64,One Year,Mailed Check,0
2168,Male,59,3,35.41,106.23,Month-to-Month,Electronic Check,1
2169,Female,39,7,103.99,727.93,One Year,Bank Transfer,0
2170,Female,36,6,26.38,158.28,Month-to-Month,Bank Transfer,0
2171,Male,47,45,48.98,2204.1,Month-to-Month,Mailed Check,0
2172,Female,70,39,50.64,1974.96,One Year,Mailed Check,0
2173,Male,45,51,36.09,1840.59,Month-to-Month,Bank Transfer,1
2174,Female,52,9,70.82,637.38,Two Year,Bank Transfer,1
2175,Male,60,23,21.17,486.91,Two Year,Bank Transfer,0
2176,Male,28,12,50.1,601.2,One Year,Bank Transfer,0
2177,Female,48,62,113.36,7028.32,Month-to-Month,Bank Transfer,0
2178,Female,66,40,51.05,2042.0,Month-to-Month,Credit Card,0
2179,Male,65,54,56.05,3026.7,Month-to-Month,Bank Transfer,0
2180,Female,56,7,67.32,471.24,One Year,Bank Transfer,0
2181,Female,53,17,76.17,1294.89,Two Year,Credit Card,0
2182,Male,47,50,100.87,5043.5,One Year,Electronic Check,0
2183,Male,40,24,39.03,936.72,One Year,Electronic Check,0
2184,Female,36,2,107.17,214.34,One Year,Electronic Check,1
2185,Male,29,33,95.75,3159.75,Two Year,Electronic Check,0
2186,Male,32,21,92.27,1937.67,Month-to-Month,Mailed Check,1
2187,Male,48,53,28.68,1520.04,Two Year,Mailed Check,0
2188,Female,60,46,22.16,1019.36,One Year,Bank Transfer,0
2189,Female,54,45,79.4,3573.0,Month-to-Month,Bank Transfer,0
2190,Male,54,9,106.31,956.79,Two Year,Electronic Check,1
2191,Female,32,6,78.44,470.64,Two Year,Electronic Check,1
2192,Male,46,51,41.32,2107.32,One Year,Credit Card,0
2193,Female,67,35,29.05,1016.75,Two Year,Credit Card,0
2194,Male,60,53,89.96,4767.88,Month-to-Month,Credit Card,1
2195,Male,43,19,92.18,1751.42,Month-to-Month,Electronic Check,1
2196,Female,61,69,37.25,2570.25,Month-to-Month,Credit Card,0
2197,Male,19,25,22.82,570.5,One Year,Bank Transfer,0
2198,Female,37,11,60.83,669.13,Month-to-Month,Electronic Check,1
2199,Female,32,17,78.27,1330.59,Month-to-Month,Mailed Check,0
2200,Male,69,36,90.6,3261.6,One Year,Electronic Check,0
2201,Male,21,21,100.99,2120.79,Month-to-Month,Mailed Check,1
2202,Female,39,18,81.05,1458.9,Month-to-Month,Mailed Check,0
2203,Male,67,60,31.09,1865.4,Month-to-Month,Electronic Check,0
2204,Male,55,18,88.26,1588.68,Month-to-Month,Credit Card,0
2205,Male,40,1,118.42,118.42,Month-to-Month,Bank Transfer,1
2206,Male,76,14,110.56,1547.84,Month-to-Month,Electronic Check,1
2207,Male,43,8,107.17,857.36,Month-to-Month,Credit Card,1
2208,Female,68,66,50.22,3314.52,Month-to-Month,Mailed Check,0
2209,Female,28,51,95.08,4849.08,Month-to-Month,Mailed Check,0
2210,Male,45,60,105.11,6306.6,Two Year,Mailed Check,0
2211,Male,73,34,87.83,2986.22,Month-to-Month,Mailed Check,0
2212,Male,19,36,45.06,1622.16,One Year,Electronic Check,0
2213,Female,76,62,115.38,7153.56,Month-to-Month,Bank Transfer,0
2214,Male,25,1,65.08,65.08,Month-to-Month,Mailed Check,0
2215,Female,46,42,32.98,1385.16,Month-to-Month,Credit Card,1
2216,Female,28,1,30.98,30.98,Two Year,Credit Card,0
2217,Female,54,54,84.75,4576.5,Month-to-Month,Bank Transfer,0
2218,Male,35,47,63.77,2997.19,One Year,Bank Transfer,0
2219,Female,72,39,29.45,1148.55,One Year,Bank Transfer,0
2220,Male,79,30,94.04,2821.2,Month-to-Month,Mailed Check,1
2221,Female,67,7,99.93,699.51,Two Year,Electronic Check,0
2222,Male,31,22,92.54,2035.88,Month-to-Month,Mailed Check,1
2223,Female,71,50,40.23,2011.5,Month-to-Month,Mailed Check,1
2224,Male,27,45,88.98,4004.1,Month-to-Month,Credit Card,0
2225,Female,52,72,21.07,1517.04,Month-to-Month,Electronic Check,0
2226,Male,26,10,50.51,505.1,Month-to-Month,Electronic Check,0
2227,Male,52,14,59.88,838.32,One Year,Credit Card,0
2228,Male,28,46,103.52,4761.92,Month-to-Month,Credit Card,0
2229,Male,61,6,59.04,354.24,One Year,Credit Card,0
2230,Female,29,21,21.13,443.73,Month-to-Month,Bank Transfer,0
2231,Female,20,62,55.23,3424.26,Two Year,Electronic Check,0
2232,Male,70,19,69.89,1327.91,Month-to-Month,Credit Card,0
2233,Female,56,62,114.9,7123.8,One Year,Credit Card,0
2234,Male,31,53,114.1,6047.3,One Year,Credit Card,0
2235,Male,73,24,38.09,914.16,Month-to-Month,Mailed Check,1
2236,Female,45,56,38.51,2156.56,Month-to-Month,Electronic Check,0
2237,Male,28,62,36.34,2253.08,Month-to-Month,Electronic Check,0
2238,Male,56,34,98.89,3362.26,Month-to-Month,Bank Transfer,0
2239,Female,42,22,20.6,453.2,Month-to-Month,Mailed Check,1
2240,Male,38,68,32.72,2224.96,One Year,Electronic Check,0
2241,Male,27,57,73.8,4206.6,Month-to-Month,Bank Transfer,1
2242,Male,60,10,44.76,447.6,One Year,Bank Transfer,0
2243,Male,32,66,29.24,1929.84,Month-to-Month,Credit Card,0
2244,Female,36,8,55.99,447.92,Two Year,Bank Transfer,0
2245,Female,65,38,47.42,1801.96,Month-to-Month,Bank Transfer,0
2246,Female,39,62,71.11,4408.82,Month-to-Month,Mailed Check,0
2247,Male,38,28,117.92,3301.76,Month-to-Month,Credit Card,1
2248,Male,77,10,32.43,324.3,Month-to-Month,Credit Card,0
2249,Female,69,45,57.27,2577.15,One Year,Credit Card,0
2250,Male,61,65,113.2,7358.0,One Year,Bank Transfer,0
2251,Male,49,67,107.69,7215.23,One Year,Credit Card,0
2252,Male,67,9,59.43,534.87,One Year,Electronic Check,0
2253,Male,40,5,89.9,449.5,Two Year,Mailed Check,0
2254,Female,30,10,28.79,287.9,One Year,Mailed Check,0
2255,Female,22,12,91.25,1095.0,Month-to-Month,Bank Transfer,1
2256,Female,21,58,117.29,6802.82,Month-to-Month,Credit Card,0
2257,Male,45,21,73.75,1548.75,Month-to-Month,Mailed Check,0
2258,Female,31,21,69.85,1466.85,One Year,Bank Transfer,0
2259,Female,25,65,38.73,2517.45,Month-to-Month,Bank Transfer,1
2260,Male,26,3,83.38,250.14,One Year,Mailed Check,0
2261,Male,74,69,79.04,5453.76,Month-to-Month,Credit Card,0
2262,Female,68,64,85.19,5452.16,Two Year,Credit Card,0
2263,Female,52,49,22.61,1107.89,Two Year,Electronic Check,0
2264,Female,54,72,74.87,5390.64,Month-to-Month,Electronic Check,1
2265,Female,38,17,79.49,1351.33,Two Year,Credit Card,0
2266,Male,75,32,40.75,1304.0,Two Year,Electronic Check,0
2267,Female,35,70,40.83,2858.1,Two Year,Electronic Check,0
2268,Female,50,21,47.62,1000.02,Month-to-Month,Mailed Check,0
2269,Male,25,7,91.17,638.19,One Year,Credit Card,0
2270,Female,68,7,80.63,564.41,Month-to-Month,Mailed Check,0
2271,Male,66,27,104.58,2823.66,One Year,Mailed Check,1
2272,Male,34,8,49.57,396.56,One Year,Bank Transfer,0
2273,Male,60,28,111.21,3113.88,One Year,Credit Card,0
2274,Female,48,66,94.37,6228.42,Month-to-Month,Mailed Check,1
2275,Female,51,71,59.5,4224.5,Two Year,Electronic Check,0
2276,Male,23,47,29.53,1387.91,Month-to-Month,Bank Transfer,0
2277,Female,39,10,45.7,457.0,Month-to-Month,Electronic Check,0
2278,Female,31,33,115.68,3817.44,One Year,Bank Transfer,0
2279,Male,20,7,51.04,357.28,Two Year,Electronic Check,0
2280,Male,29,3,52.99,158.97,Two Year,Electronic Check,0
2281,Female,53,14,38.96,545.44,One Year,Electronic Check,0
2282,Male,29,44,100.69,4430.36,Month-to-Month,Mailed Check,1
2283,Female,62,46,47.56,2187.76,Month-to-Month,Credit Card,0
2284,Female,19,61,53.03,3234.83,Month-to-Month,Bank Transfer,0
2285,Female,19,36,61.43,2211.48,Month-to-Month,Mailed Check,1
2286,Female,32,13,63.37,823.81,Month-to-Month,Bank Transfer,1
2287,Male,40,16,61.13,978.08,Month-to-Month,Mailed Check,0
2288,Male,46,5,70.37,351.85,Month-to-Month,Bank Transfer,0
2289,Male,34,38,101.45,3855.1,Two Year,Bank Transfer,0
2290,Male,49,50,101.93,5096.5,One Year,Electronic Check,0
2291,Female,24,38,99.83,3793.54,One Year,Bank Transfer,1
2292,Female,47,56,30.11,1686.16,Month-to-Month,Bank Transfer,0
2293,Male,45,63,99.97,6298.11,Month-to-Month,Electronic Check,1
2294,Female,31,48,32.03,1537.44,Month-to-Month,Mailed Check,0
2295,Female,61,59,32.47,1915.73,Month-to-Month,Mailed Check,0
2296,Female,47,44,114.79,5050.76,One Year,Credit Card,0
2297,Male,34,55,101.94,5606.7,Month-to-Month,Credit Card,1
2298,Male,49,55,75.24,4138.2,Two Year,Credit Card,0
2299,Male,63,1,107.5,107.5,Two Year,Credit Card,0
2300,Female,23,8,118.94,951.52,Month-to-Month,Bank Transfer,1
2301,Male,68,4,81.06,324.24,Month-to-Month,Bank Transfer,1
2302,Male,41,53,81.29,4308.37,Two Year,Credit Card,0
2303,Male,23,58,95.44,5535.52,One Year,Electronic Check,0
2304,Male,44,37,43.21,1598.77,One Year,Credit Card,0
2305,Male,35,49,36.71,1798.79,One Year,Mailed Check,0
2306,Male,41,67,95.96,6429.32,Month-to-Month,Bank Transfer,0
2307,Female,54,19,54.49,1035.31,Month-to-Month,Electronic Check,0
2308,Female,73,1,33.51,33.51,Month-to-Month,Mailed Check,0
2309,Male,41,29,51.49,1493.21,Month-to-Month,Electronic Check,0
2310,Male,55,33,55.86,1843.38,Month-to-Month,Electronic Check,0
2311,Female,51,52,116.52,6059.04,Month-to-Month,Credit Card,1
2312,Female,57,41,89.8,3681.8,Two Year,Mailed Check,0
2313,Male,64,23,73.09,1681.07,One Year,Credit Card,0
2314,Male,32,5,116.89,584.45,Month-to-Month,Mailed Check,1
2315,Male,28,71,110.31,7832.01,Month-to-Month,Bank Transfer,0
2316,Male,39,57,71.2,4058.4,One Year,Mailed Check,0
2317,Female,71,6,110.57,663.42,Month-to-Month,Bank Transfer,1
2318,Male,41,49,60.43,2961.07,One Year,Bank Transfer,0
2319,Male,18,22,43.04,946.88,Two Year,Credit Card,0
2320,Male,35,4,43.27,173.08,One Year,Bank Transfer,0
2321,Male,61,72,86.23,6208.56,Month-to-Month,Credit Card,1
2322,Female,29,64,70.11,4487.04,One Year,Electronic Check,0
2323,Female,74,37,85.9,3178.3,Month-to-Month,Electronic Check,0
2324,Female,60,31,88.61,2746.91,Month-to-Month,Electronic Check,1
2325,Male,45,37,22.23,822.51,Month-to-Month,Mailed Check,1
2326,Male,57,45,25.4,1143.0,Two Year,Bank Transfer,0
2327,Female,77,8,73.27,586.16,Month-to-Month,Credit Card,0
2328,Male,24,40,39.1,1564.0,Two Year,Electronic Check,0
2329,Male,40,5,83.25,416.25,Month-to-Month,Credit Card,1
2330,Female,38,28,75.22,2106.16,Month-to-Month,Electronic Check,0
2331,Female,51,9,78.58,707.22,One Year,Bank Transfer,0
2332,Female,28,2,50.25,100.5,Month-to-Month,Electronic Check,0
2333,Female,39,63,83.98,5290.74,Month-to-Month,Credit Card,1
2334,Male,59,51,102.95,5250.45,Month-to-Month,Electronic Check,0
2335,Male,52,31,119.81,3714.11,Month-to-Month,Credit Card,1
2336,Female,69,7,103.84,726.88,Month-to-Month,Electronic Check,0
2337,Male,46,30,75.75,2272.5,One Year,Credit Card,0
2338,Female,59,58,39.34,2281.72,One Year,Electronic Check,0
2339,Female,45,3,88.14,264.42,Two Year,Bank Transfer,0
2340,Male,76,51,113.77,5802.27,One Year,Electronic Check,0
2341,Female,35,56,41.19,2306.64,One Year,Mailed Check,0
2342,Male,31,10,45.6,456.0,One Year,Credit Card,0
2343,Male,35,61,34.9,2128.9,Two Year,Electronic Check,0
2344,Male,45,50,93.67,4683.5,Month-to-Month,Mailed Check,0
2345,Male,41,47,60.66,2851.02,Month-to-Month,Credit Card,1
2346,Female,25,1,26.27,26.27,One Year,Electronic Check,0
2347,Male,59,57,107.49,6126.93,Month-to-Month,Electronic Check,1
2348,Female,71,38,75.77,2879.26,Two Year,Bank Transfer,0
2349,Female,62,62,53.11,3292.82,One Year,Electronic Check,0
2350,Female,70,70,54.4,3808.0,Month-to-Month,Credit Card,0
2351,Female,25,65,49.03,3186.95,One Year,Mailed Check,0
2352,Male,21,62,65.55,4064.1,Month-to-Month,Electronic Check,0
2353,Male,44,56,53.7,3007.2,Two Year,Mailed Check,0
2354,Female,53,67,74.79,5010.93,Two Year,Credit Card,0
2355,Female,22,17,97.35,1654.95,One Year,Credit Card,1
2356,Male,50,8,87.45,699.6,Month-to-Month,Electronic Check,1
2357,Female,66,60,49.45,2967.0,Month-to-Month,Bank Transfer,0
2358,Male,51,40,72.87,2914.8,One Year,Electronic Check,0
2359,Female,47,62,104.01,6448.62,Two Year,Bank Transfer,0
2360,Male,25,41,26.82,1099.62,Month-to-Month,Electronic Check,0
2361,Female,56,12,27.83,333.96,Month-to-Month,Mailed Check,1
2362,Female,64,54,75.62,4083.48,Month-to-Month,Bank Transfer,0
2363,Male,43,11,83.91,923.01,One Year,Bank Transfer,1
2364,Female,74,60,41.14,2468.4,Two Year,Mailed Check,0
2365,Female,54,68,94.52,6427.36,Month-to-Month,Electronic Check,0
2366,Male,51,46,84.63,3892.98,Month-to-Month,Credit Card,1
2367,Female,24,38,112.33,4268.54,One Year,Credit Card,0
2368,Male,57,61,36.9,2250.9,Two Year,Electronic Check,0
2369,Male,45,17,95.14,1617.38,Two Year,Mailed Check,0
2370,Female,56,66,28.36,1871.76,One Year,Credit Card,0
2371,Female,79,72,76.53,5510.16,Month-to-Month,Mailed Check,1
2372,Female,56,36,75.19,2706.84,Month-to-Month,Electronic Check,1
2373,Female,45,7,58.84,411.88,Two Year,Mailed Check,0
2374,Female,31,16,104.46,1671.36,Two Year,Mailed Check,0
2375,Female,70,14,20.44,286.16,One Year,Mailed Check,0
2376,Female,67,25,72.02,1800.5,One Year,Credit Card,0
2377,Male,55,4,41.72,166.88,Two Year,Mailed Check,0
2378,Female,21,29,94.35,2736.15,Month-to-Month,Bank Transfer,0
2379,Male,59,56,24.31,1361.36,Month-to-Month,Mailed Check,1
2380,Female,35,6,103.16,618.96,One Year,Mailed Check,1
2381,Female,61,1,103.81,103.81,Two Year,Electronic Check,0
2382,Male,65,39,103.29,4028.31,One Year,Mailed Check,1
2383,Female,42,1,35.26,35.26,Two Year,Mailed Check,0
2384,Female,24,63,83.04,5231.52,Month-to-Month,Credit Card,0
2385,Male,55,57,21.44,1222.08,Month-to-Month,Bank Transfer,1
2386,Female,45,67,104.8,7021.6,Month-to-Month,Electronic Check,1
2387,Female,22,65,92.3,5999.5,Two Year,Bank Transfer,0
2388,Female,20,65,73.12,4752.8,Month-to-Month,Mailed Check,0
2389,Male,61,21,93.06,1954.26,Month-to-Month,Credit Card,1
2390,Female,48,30,29.43,882.9,Two Year,Bank Transfer,0
2391,Female,64,33,72.87,2404.71,Month-to-Month,Bank Transfer,0
2392,Female,59,48,49.13,2358.24,Two Year,Bank Transfer,0
2393,Female,75,22,117.26,2579.72,One Year,Bank Transfer,0
2394,Male,37,54,105.71,5708.34,Month-to-Month,Bank Transfer,0
2395,Male,36,4,93.33,373.32,One Year,Credit Card,0
2396,Female,65,55,113.37,6235.35,Two Year,Mailed Check,0
2397,Female,77,44,54.68,2405.92,Month-to-Month,Credit Card,0
2398,Male,28,12,110.09,1321.08,Two Year,Credit Card,0
2399,Male,57,52,52.52,2731.04,Month-to-Month,Credit Card,1
2400,Female,20,65,93.28,6063.2,Month-to-Month,Credit Card,1
2401,Male,40,65,93.64,6086.6,Month-to-Month,Mailed Check,0
2402,Female,24,10,21.83,218.3,Two Year,Mailed Check,1
2403,Male,40,18,56.11,1009.98,One Year,Credit Card,0
2404,Male,78,47,21.94,1031.18,Month-to-Month,Bank Transfer,0
2405,Male,24,66,119.71,7900.86,Two Year,Mailed Check,0
2406,Male,63,49,32.22,1578.78,Month-to-Month,Mailed Check,0
2407,Female,51,72,74.28,5348.16,Month-to-Month,Credit Card,1
2408,Male,59,22,99.06,2179.32,Month-to-Month,Bank Transfer,0
2409,Male,36,26,40.13,1043.38,One Year,Bank Transfer,0
2410,Female,75,9,68.51,616.59,One Year,Credit Card,0
2411,Male,26,21,80.74,1695.54,Two Year,Credit Card,1
2412,Male,65,63,36.02,2269.26,Month-to-Month,Mailed Check,0
2413,Female,68,6,97.86,587.16,Month-to-Month,Mailed Check,1
2414,Male,35,14,49.93,699.02,Two Year,Electronic Check,0
2415,Female,58,33,41.1,1356.3,Month-to-Month,Electronic Check,0
2416,Female,65,71,75.83,5383.93,Two Year,Credit Card,0
2417,Female,62,24,61.03,1464.72,Month-to-Month,Electronic Check,0
2418,Female,59,51,112.03,5713.53,Month-to-Month,Bank Transfer,0
2419,Male,42,2,108.01,216.02,Month-to-Month,Bank Transfer,1
2420,Female,69,15,68.34,1025.1,Month-to-Month,Bank Transfer,0
2421,Male,31,35,55.93,1957.55,Month-to-Month,Mailed Check,1
2422,Male,61,36,52.55,1891.8,Month-to-Month,Electronic Check,1
2423,Male,42,39,46.76,1823.64,Month-to-Month,Electronic Check,0
2424,Male,36,4,74.45,297.8,Month-to-Month,Credit Card,0
2425,Male,56,64,100.5,6432.0,Month-to-Month,Mailed Check,1
2426,Male,72,6,51.08,306.48,Month-to-Month,Mailed Check,1
2427,Male,32,57,39.01,2223.57,Month-to-Month,Mailed Check,0
2428,Male,33,30,67.55,2026.5,Month-to-Month,Bank Transfer,0
2429,Male,44,67,26.9,1802.3,One Year,Mailed Check,0
2430,Male,57,15,90.13,1351.95,One Year,Electronic Check,0
2431,Female,27,17,71.84,1221.28,One Year,Credit Card,0
2432,Female,21,18,69.64,1253.52,Month-to-Month,Electronic Check,1
2433,Female,68,19,50.04,950.76,Month-to-Month,Mailed Check,0
2434,Male,36,69,110.47,7622.43,Month-to-Month,Credit Card,0
2435,Female,45,24,29.05,697.2,Two Year,Bank Transfer,0
