CustomerID,Age,Gender,Tenure,MonthlySpend,TotalSpend,NumTransactions,ProductCategory,PaymentMethod,CustomerSupportCalls,CLV,Churn
CUST02267,18,Female,24,157.02,2300.19,69,Electronics,Credit Card,5,6172.93,1
CUST02268,18,Male,2,29.59,60.74,2,Sports,Bank Transfer,0,1865.19,1
CUST02269,21,Male,7,135.072,781.81,3,Books,Credit Card,0,6100.95,1
CUST02270,42,Female,11,122.664,1076.11,26,Books,PayPal,0,3617.71,0
CUST02271,38,Female,0,73.056,0,0,Sports,PayPal,0,3023.76,0
CUST02272,50,Male,0,41.82,0,0,Home & Garden,Bank Transfer,0,1511.55,0
CUST02273,18,Female,29,33.81,1010.96,23,Groceries,PayPal,5,2153.45,1
CUST02274,45,Male,38,79.404,2468.34,52,Books,Debit Card,5,2474.62,0
CUST02275,48,Female,1,86.96,74.98,2,Electronics,Bank Transfer,0,2247.05,0
CUST02276,18,Female,2,73.332,126.76,2,Groceries,Credit Card,0,3591.05,0
CUST02277,19,Male,4,67.368,258.23,4,Books,PayPal,0,2936.73,1
CUST02278,32,Female,17,158.136,2042.3,42,Home & Garden,Credit Card,2,4969.9,0
CUST02279,18,Female,15,25.6,367.22,4,Home & Garden,PayPal,1,1351.23,1
CUST02280,40,Male,6,38.16,209.36,3,Books,Credit Card,0,1707.46,0
CUST02281,43,Female,11,82.356,789.42,10,Clothing,Debit Card,1,2420.89,0
CUST02282,31,Female,0,31.34,0,0,Sports,PayPal,0,1085.21,1
CUST02283,27,Female,38,61.464,1742.27,43,Books,Credit Card,4,2506.66,0
CUST02284,56,Male,38,35.32,1255.23,31,Groceries,Debit Card,4,956.25,0
CUST02285,34,Female,6,91.62,518.94,14,Sports,Debit Card,0,5111.36,0
CUST02286,23,Female,67,51.924,3066.03,55,Groceries,Bank Transfer,8,2737.5,0
CUST02287,29,Female,27,222.276,4633.74,104,Electronics,Credit Card,2,8120.63,0
CUST02288,18,Male,13,74.1,703.85,15,Books,PayPal,0,5160.51,1
CUST02289,31,Male,34,57.576,1253.89,38,Home & Garden,Credit Card,1,2707.19,0
CUST02290,18,Male,4,53.6,212.08,4,Electronics,PayPal,0,1960.29,1
CUST02291,32,Male,7,58.728,304.25,7,Groceries,Debit Card,0,2351.82,0
CUST02292,49,Female,9,44.28,429.74,8,Groceries,Credit Card,1,1366.9,0
CUST02293,25,Female,44,63.612,2506.46,41,Home & Garden,Credit Card,1,2795.12,1
CUST02294,21,Female,62,97.956,5747.27,97,Books,PayPal,2,4918.24,0
CUST02295,18,Female,4,52.97,178.42,3,Home & Garden,Credit Card,2,2319.63,0
CUST02296,26,Male,6,53.256,253.17,3,Groceries,Credit Card,0,2884.21,0
CUST02297,37,Male,4,82.524,273.97,3,Books,PayPal,0,2736.77,0
CUST02298,18,Female,2,86.544,161.4,2,Electronics,Debit Card,1,2980.95,1
CUST02299,20,Male,10,133.104,1112.06,24,Electronics,Bank Transfer,1,8072.31,1
CUST02300,35,Female,1,66.312,64.25,1,Books,PayPal,0,2461.5,0
CUST02301,32,Male,3,182.688,398.38,13,Electronics,Debit Card,0,7826.95,0
CUST02302,20,Male,16,40.86,499.34,8,Home & Garden,Credit Card,0,2346.96,0
CUST02303,63,Female,7,44.69,286.92,8,Electronics,Bank Transfer,0,892.81,0
CUST02304,29,Female,4,87.828,278.82,4,Electronics,Bank Transfer,0,2683.11,0
CUST02305,49,Male,47,131.208,5522.61,88,Home & Garden,Bank Transfer,4,3643.64,0
CUST02306,20,Female,30,31.73,1026.93,12,Sports,Debit Card,2,1901.17,0
CUST02307,18,Male,20,36.67,700.63,16,Home & Garden,Credit Card,1,1163.31,0
CUST02308,23,Female,16,55.248,837.64,10,Sports,Bank Transfer,1,2609.02,0
CUST02309,52,Male,2,60.33,98.59,2,Clothing,Debit Card,0,2008,0
CUST02310,43,Male,27,33.1,986.72,11,Home & Garden,Debit Card,2,1296.07,0
CUST02311,50,Male,32,90.924,2566.82,50,Groceries,Debit Card,1,2361.12,1
CUST02312,18,Female,50,43.368,1804.92,30,Home & Garden,Bank Transfer,5,3161.06,0
CUST02313,27,Female,8,30.77,267.17,10,Clothing,Debit Card,2,1089.81,0
CUST02314,42,Female,4,93.468,300.94,11,Clothing,Bank Transfer,0,3634.54,0
CUST02315,38,Male,28,59.91,1468.83,26,Groceries,Bank Transfer,2,2020.68,0
CUST02316,52,Male,9,40.41,398.74,9,Groceries,PayPal,2,867.04,0
CUST02317,39,Female,10,31.47,287.98,9,Home & Garden,Debit Card,3,1125.94,0
CUST02318,54,Female,62,25.72,1866.73,29,Clothing,Debit Card,9,792.84,0
CUST02319,30,Female,44,36.03,1575.32,23,Sports,PayPal,5,1718.85,0
CUST02320,18,Female,30,80.724,1947.71,41,Sports,Debit Card,2,3894.15,0
CUST02321,35,Male,3,27.69,69.79,3,Home & Garden,Debit Card,0,943.03,1
CUST02322,35,Female,31,137.748,3145.39,78,Clothing,PayPal,6,6528.09,0
CUST02323,51,Female,79,67.62,5745.5,86,Books,Debit Card,6,2171.93,0
CUST02324,31,Female,3,23.49,79.27,1,Electronics,Credit Card,1,1074.07,1
CUST02325,31,Male,2,90.048,140.5,4,Books,PayPal,2,4170.38,1
CUST02326,28,Female,17,76.716,859.77,29,Clothing,Debit Card,1,3133.35,0
CUST02327,67,Female,12,59.45,647.68,16,Sports,Debit Card,2,649.98,0
CUST02328,23,Female,31,50.84,1303.19,28,Groceries,Credit Card,4,2111.25,0
CUST02329,19,Female,104,67.776,5664.99,123,Clothing,Credit Card,8,3035.22,1
CUST02330,37,Female,14,39.92,476.37,10,Home & Garden,PayPal,1,1414.06,0
CUST02331,38,Female,16,24.29,371.18,4,Sports,Bank Transfer,4,1336.75,0
CUST02332,52,Female,8,48.18,351.84,10,Groceries,Credit Card,1,1517.67,0
CUST02333,45,Male,17,55.06,908.87,28,Sports,PayPal,0,1760.53,1
CUST02334,18,Female,47,48.132,1774.67,29,Electronics,Debit Card,6,2415.08,0
CUST02335,28,Female,9,60.276,461.65,8,Books,Bank Transfer,1,3018.03,0
CUST02336,32,Male,10,29.51,239.24,7,Groceries,Bank Transfer,2,959.76,0
CUST02337,42,Male,11,42.8,519.36,15,Home & Garden,PayPal,1,1924.84,0
CUST02338,19,Female,9,64.692,468.18,8,Groceries,PayPal,0,3729.75,0
CUST02339,18,Female,14,101.34,1095.88,27,Clothing,Debit Card,0,4497.37,0
CUST02340,18,Male,15,117.696,1783.81,35,Clothing,Bank Transfer,2,6192.08,0
CUST02341,34,Male,22,50.03,1129.33,20,Groceries,Credit Card,2,2068.43,0
CUST02342,33,Female,15,95.424,1095.59,19,Groceries,PayPal,0,4504.67,0
CUST02343,63,Female,87,16.93,1459.3,35,Sports,Bank Transfer,5,275.81,0
CUST02344,43,Female,30,101.82,2633.66,45,Clothing,Credit Card,1,3428.82,1
CUST02345,19,Male,26,84.636,1527.74,42,Groceries,PayPal,1,4863.2,0
CUST02346,18,Male,24,125.844,2106.28,55,Home & Garden,Credit Card,0,2686.88,0
CUST02347,18,Female,0,50.652,0,0,Sports,PayPal,0,2379.76,1
CUST02348,18,Female,57,39.576,2156.16,37,Sports,Bank Transfer,3,2745.75,0
CUST02349,30,Male,19,34.21,592.62,9,Sports,Bank Transfer,4,1275.14,1
CUST02350,36,Female,1,112.416,97.84,2,Home & Garden,Debit Card,0,5723.33,0
CUST02351,42,Female,14,133.476,1472,28,Clothing,Debit Card,1,4876.47,0
CUST02352,36,Female,32,103.176,2402.35,60,Sports,Debit Card,2,3073.63,0
CUST02353,53,Male,46,72.92,4143.39,77,Groceries,Credit Card,1,2023.05,0
CUST02354,23,Male,87,31.03,2188.77,57,Clothing,Debit Card,6,2004.09,0
CUST02355,57,Female,41,156.684,5289.56,100,Sports,Credit Card,4,3225.57,0
CUST02356,30,Male,7,41.16,333.38,12,Groceries,Debit Card,0,2062,1
CUST02357,58,Male,70,45.13,3542.22,55,Electronics,Credit Card,4,1079.89,0
CUST02358,36,Male,1,97.692,91.28,1,Groceries,Debit Card,1,4608.45,0
CUST02359,24,Male,6,21.74,110.08,3,Home & Garden,Bank Transfer,0,1540.08,1
CUST02360,47,Male,24,57.87,1419.66,25,Sports,Credit Card,1,2191.01,0
CUST02361,26,Female,0,26.85,0,0,Electronics,PayPal,0,1739.66,0
CUST02362,48,Female,5,26.16,118.07,4,Sports,Bank Transfer,0,783.88,1
CUST02363,18,Female,9,35.51,346.61,3,Home & Garden,PayPal,0,1899.46,0
CUST02364,36,Female,48,55.4,2573.09,67,Electronics,Credit Card,6,1612.66,0
CUST02365,18,Female,1,114.816,83.8,3,Clothing,PayPal,1,6452.71,1
CUST02366,47,Female,29,54.73,1662.55,34,Sports,Debit Card,4,2101.19,0
CUST02367,18,Female,23,192.06,3409.68,74,Books,Credit Card,2,11124.4,0
CUST02368,23,Male,59,108.564,4826.03,96,Electronics,Credit Card,3,5920.8,0
CUST02369,18,Female,10,50.352,413.97,12,Clothing,Debit Card,1,2399.82,0
CUST02370,51,Male,12,58.19,734.6,8,Clothing,PayPal,4,1659.15,0
CUST02371,35,Female,6,80.532,397.77,13,Groceries,Debit Card,2,3137.92,0
CUST02372,30,Male,40,89.328,2716.71,74,Home & Garden,Debit Card,1,3053.78,0
CUST02373,37,Male,84,29.62,2382.81,49,Groceries,Bank Transfer,3,1325.43,1
CUST02374,24,Male,3,87.852,239.32,1,Groceries,PayPal,0,4555.64,0
CUST02375,61,Male,36,87.81,3195.98,55,Electronics,Bank Transfer,1,1261.48,0
CUST02376,75,Female,33,53.3,1542.04,31,Home & Garden,Credit Card,1,382.23,0
CUST02377,54,Female,12,30.32,370.28,12,Sports,Debit Card,1,780.65,0
CUST02378,22,Female,6,105.24,516.89,17,Clothing,Credit Card,1,5645.01,1
CUST02379,18,Male,2,68.04,109.64,2,Home & Garden,Credit Card,1,4632.7,0
CUST02380,18,Male,2,139.224,206.39,5,Clothing,Bank Transfer,0,6696.42,1
CUST02381,40,Male,13,58.41,682.14,19,Clothing,PayPal,0,1539.45,0
CUST02382,30,Female,49,40.56,1773.83,50,Sports,Debit Card,2,1697.97,0
CUST02383,54,Male,0,43.06,0,0,Books,Credit Card,0,1144,1
CUST02384,24,Female,0,130.368,0,0,Sports,Bank Transfer,0,3514.67,0
CUST02385,52,Male,63,137.772,6829.21,145,Clothing,Credit Card,5,3312.05,0
CUST02386,29,Male,13,100.104,1085.92,21,Clothing,Debit Card,0,4723.46,0
CUST02387,37,Male,8,59.51,424.37,7,Clothing,Debit Card,0,2288.92,0
CUST02388,32,Female,24,66.696,1090.94,22,Books,Bank Transfer,1,3572.07,0
CUST02389,49,Male,3,50.76,155.75,2,Books,PayPal,1,1485.45,0
CUST02390,66,Female,8,139.13,1238.54,17,Sports,Bank Transfer,0,1665.07,0
CUST02391,18,Male,40,14.67,650.27,11,Groceries,Credit Card,1,813.13,0
CUST02392,29,Male,16,76.968,958.99,23,Books,Debit Card,1,2648.38,0
CUST02393,39,Female,34,160.176,4171.35,82,Sports,Bank Transfer,1,3577.9,0
CUST02394,18,Female,2,150.504,245.77,3,Sports,Debit Card,0,8316.68,0
CUST02395,48,Male,22,214.956,4610.24,75,Home & Garden,Debit Card,3,5694.34,0
CUST02396,49,Female,24,66.33,1624.77,26,Clothing,Credit Card,4,1912.54,0
CUST02397,50,Female,5,45.69,231.72,6,Books,Debit Card,1,1387.78,0
CUST02398,39,Male,17,43.06,743.67,13,Home & Garden,PayPal,1,1447.01,0
CUST02399,20,Female,31,27.74,916.84,19,Clothing,Debit Card,4,1437.89,0
CUST02400,20,Male,0,22.32,0,0,Electronics,Debit Card,0,1818.48,0
CUST02401,36,Male,13,15.47,188.65,2,Home & Garden,Credit Card,0,550.44,0
CUST02402,18,Male,33,26.24,735.09,17,Books,Bank Transfer,0,1651.66,0
CUST02403,39,Male,21,68.052,1214.53,22,Electronics,Bank Transfer,1,2834.89,0
CUST02404,43,Male,6,117.576,553.23,16,Home & Garden,PayPal,0,3572.45,0
CUST02405,18,Female,21,75.828,946.4,23,Electronics,Debit Card,0,5292.37,0
CUST02406,31,Female,1,39.17,37.62,0,Groceries,Credit Card,1,1758.45,1
CUST02407,40,Male,15,67.092,942.31,12,Sports,Credit Card,1,2858.96,1
CUST02408,59,Male,14,97.044,1366.69,26,Home & Garden,Debit Card,1,2522.56,1
CUST02409,18,Female,7,35.19,214.58,5,Clothing,Bank Transfer,1,1481.27,1
CUST02410,47,Female,39,23.48,898.56,16,Books,Debit Card,6,951.5,1
CUST02411,22,Female,3,30.93,93.59,3,Home & Garden,PayPal,0,1910.08,1
CUST02412,47,Female,27,32.47,697.81,15,Clothing,Bank Transfer,2,1109.28,1
CUST02413,18,Male,15,61.07,908.63,19,Books,PayPal,2,2273.45,1
CUST02414,46,Male,24,56.88,1545.18,33,Home & Garden,Credit Card,1,1381.83,1
CUST02415,62,Male,27,133.776,2730.14,55,Clothing,Debit Card,0,2848.8,1
CUST02416,18,Male,21,87,1576.68,24,Clothing,Credit Card,1,4397.55,1
CUST02417,18,Female,18,47.268,708.19,15,Clothing,Debit Card,1,2491.07,1
CUST02418,47,Female,39,50.29,2114.06,38,Sports,Bank Transfer,3,1471.17,1
CUST02419,20,Male,59,48.492,2267.53,58,Books,PayPal,5,2841.24,1
CUST02420,33,Female,0,43.72,0,0,Clothing,PayPal,0,1557.41,1
CUST02421,45,Female,16,106.104,1936.93,24,Sports,Debit Card,0,3182.73,1
CUST02422,21,Male,2,83.448,139.13,3,Groceries,Credit Card,0,3591.97,1
CUST02423,19,Female,54,82.104,4309.25,73,Books,Credit Card,9,4511.97,1
CUST02424,25,Female,11,29.81,293.09,8,Sports,PayPal,0,1209.96,0
CUST02425,33,Female,22,138.96,2451.06,50,Books,Credit Card,2,5552.76,0
CUST02426,36,Female,125,33.19,3987.72,85,Electronics,PayPal,15,1371.06,0
CUST02427,44,Male,7,177.192,1052.29,14,Home & Garden,Credit Card,1,4080.81,1
CUST02428,40,Female,5,45.52,240.86,8,Sports,Bank Transfer,0,1512.34,0
CUST02429,18,Male,19,37.848,575.53,6,Clothing,Credit Card,1,2380.05,1
CUST02430,28,Male,15,18.06,266.73,5,Books,Debit Card,1,1015.78,1
CUST02431,24,Male,24,38.58,896.04,21,Clothing,PayPal,3,1985.96,1
CUST02432,40,Female,110,90.792,6274.53,157,Books,PayPal,7,2794.05,0
CUST02433,20,Male,52,115.38,5006.04,95,Groceries,Bank Transfer,2,4038.92,0
CUST02434,18,Male,7,99.204,618.64,11,Home & Garden,PayPal,0,4812.94,1
CUST02435,38,Male,2,64.5,123.8,0,Home & Garden,Bank Transfer,0,2527.14,0
CUST02436,50,Female,3,81.37,235.95,5,Books,PayPal,0,2221.22,0
CUST02437,33,Male,6,170.112,976.36,13,Sports,Credit Card,1,7079.36,1
CUST02438,38,Female,4,121.056,380.66,5,Home & Garden,Debit Card,0,2879.78,0
CUST02439,46,Female,37,65.26,2497.27,57,Sports,PayPal,4,2272.4,0
CUST02440,31,Female,4,40.7,169.81,3,Books,Debit Card,1,2238.35,0
CUST02441,40,Male,17,147.204,1965.03,38,Clothing,Debit Card,2,4639.07,0
CUST02442,18,Male,40,32.11,1129.35,32,Groceries,Credit Card,6,1564.23,0
CUST02443,57,Female,9,49.18,423.37,9,Electronics,Bank Transfer,1,791.15,0
CUST02444,18,Male,27,87.432,2116.56,33,Home & Garden,Credit Card,2,4516.36,0
CUST02445,18,Male,48,51.768,2041.61,42,Sports,Debit Card,3,2956.46,0
CUST02446,38,Male,11,73.68,782.79,13,Electronics,Debit Card,3,2597.64,0
CUST02447,37,Male,33,20.86,714.38,17,Groceries,Credit Card,1,657.3,1
CUST02448,18,Male,31,33.43,962.76,19,Books,PayPal,1,1855.83,0
CUST02449,37,Female,23,77.832,1346.82,28,Home & Garden,Bank Transfer,2,2455.14,0
CUST02450,18,Female,1,88.884,60.43,1,Books,PayPal,0,4100.42,1
CUST02451,38,Male,21,57.912,1263.35,17,Groceries,Credit Card,3,2475.41,0
CUST02452,23,Female,18,79.356,1052.96,20,Sports,PayPal,2,4419.83,1
CUST02453,41,Male,27,41.55,922.07,26,Home & Garden,Credit Card,2,2223.64,1
CUST02454,49,Male,33,40.82,1347.44,35,Electronics,PayPal,2,1082.17,0
CUST02455,27,Male,17,56.36,910.53,23,Sports,Bank Transfer,4,2316,0
CUST02456,37,Female,24,302.724,5608.01,127,Books,Debit Card,1,9893.31,1
CUST02457,49,Female,14,34.71,467.44,10,Sports,PayPal,1,998.17,1
CUST02458,54,Female,8,39.19,321.4,6,Books,Debit Card,1,910,0
CUST02459,46,Female,37,63.57,2348.67,47,Sports,PayPal,1,1781.78,1
CUST02460,31,Male,36,100.02,2381.04,66,Clothing,Credit Card,4,3011.49,0
CUST02461,43,Female,13,35.5,407.23,6,Home & Garden,Bank Transfer,0,1209.52,0
CUST02462,58,Female,36,88.95,3032.12,68,Groceries,Debit Card,2,2253.51,0
CUST02463,49,Female,19,49.55,996.01,30,Sports,Debit Card,1,1475.43,0
CUST02464,32,Female,2,52.788,86.81,1,Electronics,Debit Card,0,2919.16,1
CUST02465,23,Female,2,106.044,146.1,1,Books,Debit Card,0,3135.42,0
CUST02466,25,Female,26,43.84,1164.1,32,Books,Credit Card,2,2135.92,0
CUST02467,45,Female,6,59.36,342.94,11,Clothing,PayPal,0,1938.84,0
CUST02468,45,Female,13,24.69,316.82,4,Home & Garden,Bank Transfer,0,779,1
CUST02469,47,Female,16,179.976,2564.48,61,Sports,Credit Card,1,4331.4,0
CUST02470,39,Female,15,98.424,1148.73,24,Electronics,Debit Card,2,2660.06,0
CUST02471,18,Male,52,51.648,2143.52,47,Sports,PayPal,6,2874.03,0
CUST02472,24,Male,0,25.86,0,0,Home & Garden,Debit Card,0,1505.33,0
CUST02473,19,Male,84,47.556,4044.06,78,Books,Bank Transfer,8,2376.99,1
CUST02474,33,Male,3,48.12,144.63,3,Books,Bank Transfer,1,2202.59,1
CUST02475,46,Male,5,34.67,195.71,5,Electronics,Credit Card,0,1323.78,0
CUST02476,28,Male,17,68.34,1107.71,20,Electronics,Credit Card,0,3013.41,0
CUST02477,37,Male,8,32.44,242.2,3,Groceries,Debit Card,0,1271.47,1
CUST02478,47,Female,49,99.108,4376.33,75,Books,Debit Card,3,2806.65,0
CUST02479,21,Female,14,44.136,548.31,9,Clothing,PayPal,0,2507.14,0
CUST02480,51,Female,19,52.94,894.51,19,Clothing,Credit Card,4,1986.86,0
CUST02481,27,Male,1,69.144,59,4,Clothing,Credit Card,0,3153.73,0
CUST02482,20,Male,4,58.392,186.95,5,Clothing,PayPal,0,2560,0
CUST02483,44,Male,34,41.4,1296.89,27,Books,Debit Card,5,1454.59,0
CUST02484,40,Male,0,47.01,0,0,Home & Garden,Bank Transfer,0,2224.35,1
CUST02485,18,Male,3,62.208,151.04,5,Books,PayPal,0,2791.62,0
CUST02486,68,Male,11,70.19,775.75,18,Books,Credit Card,1,997,0
CUST02487,45,Female,81,79.62,5495.4,103,Home & Garden,Credit Card,5,2786.9,0
CUST02488,28,Female,21,26.06,603.8,8,Sports,PayPal,0,1596.63,0
CUST02489,37,Male,22,39.29,846.29,28,Home & Garden,Bank Transfer,2,2056.57,1
CUST02490,32,Male,12,28.57,296.5,6,Books,Credit Card,0,1020.9,1
CUST02491,40,Male,43,91.812,3421.53,67,Sports,Debit Card,5,2680.23,0
CUST02492,32,Female,50,19.05,1056.19,19,Sports,Credit Card,5,850.89,0
CUST02493,18,Female,9,32.57,288.13,6,Home & Garden,Bank Transfer,0,2135,1
CUST02494,25,Male,9,34.02,262.94,4,Groceries,Bank Transfer,0,1805.15,1
CUST02495,28,Female,29,106.284,2262.99,39,Books,Bank Transfer,4,3889.3,1
CUST02496,28,Male,23,63.696,1256.78,27,Books,Debit Card,0,3231.61,0
CUST02497,37,Female,19,56.94,1048.01,20,Home & Garden,PayPal,2,1928.42,0
CUST02498,18,Female,4,65.076,206.43,3,Clothing,Debit Card,0,4085.81,0
CUST02499,42,Female,29,44.77,1154.04,30,Sports,Debit Card,1,2084.83,1
CUST02500,23,Male,43,102.732,3657.21,79,Home & Garden,Bank Transfer,3,3437.81,1
CUST02501,65,Female,0,35.88,0,0,Books,Debit Card,0,638.17,0
CUST02502,18,Female,67,106.692,5399.34,125,Clothing,Debit Card,7,5395.21,0
CUST02503,27,Female,0,21.93,0,0,Home & Garden,Credit Card,0,1395.44,0
CUST02504,35,Male,7,102.6,600.19,11,Home & Garden,Credit Card,1,4857.15,0
CUST02505,20,Female,21,41.05,784.3,17,Home & Garden,PayPal,2,2273.35,0
CUST02506,35,Male,2,135.78,216,1,Sports,Debit Card,0,4364.08,1
CUST02507,51,Female,23,35.94,788.2,17,Groceries,Bank Transfer,2,990.79,0
CUST02508,29,Female,50,55.656,1994.2,54,Home & Garden,PayPal,7,2557.71,0
CUST02509,21,Male,58,43.47,2999,47,Sports,PayPal,3,1286.65,0
CUST02510,42,Female,22,40.48,999.64,20,Electronics,Debit Card,1,1775.02,0
CUST02511,42,Male,37,106.536,3172.23,62,Groceries,Bank Transfer,2,3446.24,0
CUST02512,45,Female,10,22.72,252.72,5,Electronics,Credit Card,1,874.04,0
CUST02513,48,Female,30,39.49,1194.69,27,Home & Garden,PayPal,1,1030.31,0
CUST02514,27,Female,8,28.86,262.31,3,Electronics,Credit Card,1,1684.62,0
CUST02515,44,Male,1,42.39,35.37,0,Sports,Credit Card,0,1311.09,0
CUST02516,49,Male,8,27.16,182.51,0,Sports,Credit Card,1,920.17,0
CUST02517,39,Male,10,80.676,570.74,14,Home & Garden,Debit Card,0,2444.08,0
CUST02518,40,Female,22,74.676,1306.83,19,Books,Debit Card,1,3161.5,0
CUST02519,24,Male,109,113.808,9929.24,200,Groceries,Debit Card,11,5645.38,0
CUST02520,39,Female,43,53.8,2306.91,44,Sports,Bank Transfer,5,1913.85,0
CUST02521,20,Male,16,38.952,484.64,10,Sports,Debit Card,1,2347.44,0
CUST02522,18,Male,15,77.316,954.49,12,Sports,Bank Transfer,3,5300.2,1
CUST02523,37,Male,15,42.6,626.16,13,Sports,PayPal,3,1854.24,0
CUST02524,20,Male,32,14.77,550.49,12,Books,Debit Card,6,579.61,0
CUST02525,28,Female,15,100.74,1300.08,19,Sports,Bank Transfer,2,4862.04,1
CUST02526,36,Female,4,72.696,249.33,6,Electronics,Bank Transfer,0,2656.89,1
CUST02527,50,Male,2,59.09,126.15,2,Clothing,Credit Card,0,1540.17,0
CUST02528,20,Male,4,62.724,165.67,3,Clothing,Credit Card,0,2845.34,0
CUST02529,34,Female,1,124.656,86.62,7,Clothing,PayPal,0,5112.1,1
CUST02530,18,Male,7,52.32,412.43,10,Electronics,PayPal,1,2043.04,1
CUST02531,21,Female,46,59.46,1967.49,45,Clothing,Credit Card,1,2832.68,1
CUST02532,40,Male,14,47.36,817,8,Books,Bank Transfer,1,2059.2,0
CUST02533,53,Female,9,65.01,623.87,10,Clothing,Credit Card,3,1649.22,1
CUST02534,18,Male,26,78.888,1612.58,40,Groceries,PayPal,1,4694.95,0
CUST02535,32,Male,99,81.384,6508.08,124,Books,Credit Card,9,3971.19,0
CUST02536,54,Female,2,52.54,98.23,2,Sports,Debit Card,0,1403.23,1
CUST02537,18,Female,23,80.448,1666.4,20,Groceries,PayPal,2,6031.5,1
CUST02538,46,Female,46,50.15,2232.98,44,Clothing,Bank Transfer,2,1601.08,0
CUST02539,33,Male,37,76.404,2307.58,57,Books,Credit Card,5,3551.91,0
CUST02540,50,Male,28,73.524,1614.14,36,Groceries,Bank Transfer,0,2387.29,0
CUST02541,59,Female,1,44.68,44.54,2,Clothing,PayPal,0,771.04,0
CUST02542,32,Female,70,218.64,12581.04,241,Groceries,Bank Transfer,10,6137.54,0
CUST02543,41,Female,14,51.8,681.23,9,Groceries,PayPal,2,1403.98,0
CUST02544,18,Male,5,81.744,389.83,7,Home & Garden,Credit Card,0,3800.17,0
CUST02545,49,Male,7,69,372.78,10,Home & Garden,Credit Card,3,1828.81,0
CUST02546,50,Female,6,16.54,125.88,2,Home & Garden,Bank Transfer,0,523.89,0
CUST02547,33,Male,14,42.28,589.19,6,Clothing,Debit Card,0,2239.67,1
CUST02548,49,Male,0,30.34,0,0,Home & Garden,Bank Transfer,0,1125.12,0
CUST02549,31,Female,30,105.18,2899.05,48,Groceries,PayPal,6,4130.47,0
CUST02550,40,Female,47,55.83,2780.17,57,Groceries,PayPal,6,2106.22,0
CUST02551,36,Male,36,121.992,3114.16,82,Home & Garden,Bank Transfer,1,5506.3,0
CUST02552,18,Male,38,62.916,2037.82,36,Groceries,Bank Transfer,1,4062.13,0
CUST02553,29,Female,6,99.864,465.84,7,Electronics,Bank Transfer,0,5042.63,0
CUST02554,30,Female,16,48.26,722.69,10,Sports,Debit Card,2,1707.56,0
CUST02555,25,Male,14,56.94,724.87,17,Groceries,Debit Card,3,3246.55,0
CUST02556,31,Male,22,92.472,1548.06,27,Clothing,Credit Card,3,3409.46,0
CUST02557,37,Male,18,20.69,402.87,6,Groceries,Credit Card,4,871.96,0
CUST02558,43,Male,24,116.592,2534.66,45,Sports,Bank Transfer,0,3995.9,0
CUST02559,37,Female,3,253.548,651.85,14,Sports,Credit Card,0,8491.35,1
CUST02560,30,Female,59,56.844,2365.92,65,Clothing,Debit Card,4,2761.31,1
CUST02561,51,Male,9,29.98,325.29,3,Electronics,Bank Transfer,0,655.94,0
CUST02562,26,Male,3,56.568,122.06,3,Books,Credit Card,0,3208.68,0
CUST02563,54,Male,43,34.28,1454.49,26,Clothing,Bank Transfer,8,937.21,0
CUST02564,33,Male,1,84.73,93.66,0,Home & Garden,Debit Card,0,2019.28,0
CUST02565,42,Female,82,103.86,7766.1,149,Books,PayPal,9,2995.51,1
CUST02566,47,Female,8,138.324,926.72,17,Home & Garden,Bank Transfer,0,3961.25,1
CUST02567,18,Male,16,72.084,904.15,18,Books,Debit Card,2,4357.66,0
CUST02568,56,Female,8,44.12,335.93,5,Clothing,Debit Card,2,1147.2,1
CUST02569,29,Female,7,114.948,666.12,11,Books,PayPal,1,5388.74,1
CUST02570,22,Female,0,67.272,0,0,Clothing,Debit Card,0,3588.04,1
CUST02571,22,Male,2,177.336,311.28,7,Books,PayPal,0,5896.39,0
CUST02572,52,Male,3,51.71,181.77,6,Groceries,Debit Card,0,1772.15,0
CUST02573,36,Female,12,213.72,2195.45,40,Books,Credit Card,1,5648.56,0
CUST02574,52,Female,85,32.61,3170.12,71,Groceries,Bank Transfer,7,1094.65,1
CUST02575,20,Female,9,81.816,778.93,9,Sports,Debit Card,3,4610.27,0
CUST02576,39,Female,1,57.71,58.86,1,Groceries,Debit Card,0,1572.99,0
CUST02577,33,Female,1,28.14,27.33,2,Groceries,Credit Card,0,1880.32,0
CUST02578,28,Female,53,72.264,2904.53,59,Sports,PayPal,6,3244.38,0
CUST02579,40,Male,41,37.37,1450,41,Books,PayPal,2,1425.93,0
CUST02580,27,Male,14,106.5,1084.48,28,Groceries,Credit Card,0,5507.41,0
CUST02581,36,Male,6,35.48,218.59,4,Clothing,Debit Card,0,1325.91,0
CUST02582,23,Female,25,91.956,1816.77,34,Electronics,Bank Transfer,1,4230.41,1
CUST02583,18,Male,16,173.124,2390.44,38,Electronics,Credit Card,2,8968.22,0
CUST02584,62,Male,38,38.1,1482.48,32,Books,Bank Transfer,5,679.87,1
CUST02585,36,Male,15,38.62,573.48,6,Books,Debit Card,1,1457.96,0
CUST02586,32,Male,35,30.8,853,26,Electronics,Debit Card,4,1525.94,0
CUST02587,33,Female,20,54.66,1023.28,23,Home & Garden,PayPal,3,2471.54,0
CUST02588,46,Male,77,128.22,8855.55,164,Clothing,Bank Transfer,5,4315.94,0
